0,1,2
0.003531663,1.8808609066453492,0.09048568345405485
0.003802529,1.893616787267855,0.0419233812385171
0.004073394,1.8934737374950852,0.022913659613433838
0.004344259,1.9067701651915365,0.01720413411605923
0.004615125,1.8710749128112008,0.015036924680950196
0.004885991,1.8438290596954952,0.011936780653436322
0.005156856,1.8386979846509948,0.010772325471224012
0.005427721,1.8290497586174526,0.009558750611167986
0.005698587,1.7933225490126685,0.00884012153660892
0.005969453,1.7576716351915027,0.008155349001747973
0.006240318,1.7519003506806696,0.007171093253042703
0.006511184,1.7349510816771088,0.007211113601904444
0.006782049,1.69833328902524,0.006304908003273303
0.007052915,1.6718520583218404,0.0065654304942727145
0.00732378,1.6346070246193898,0.005833601928778302
0.007594646,1.6167673835293788,0.005546393702873255
0.007865512,1.5664706107071669,0.0055036814257316555
0.008136378,1.5390136349868422,0.004918976094414418
0.008407243,1.5064345274044815,0.004896969375739625
0.008678108,1.4847234594928773,0.004620492818128904
0.008948974,1.449780745563745,0.004517614544318515
0.009219839,1.4188074164682822,0.004375091365006886
0.009490705,1.3922237184045227,0.0041056144397100605
0.009761571,1.346665569077153,0.004006454107585278
0.01003244,1.3152507358279188,0.003747977290202014
0.0103033,1.2773329143562573,0.00372769726576038
0.01057417,1.2440431410576474,0.003612852284379388
0.01084503,1.212411142766475,0.0033598152269674417
0.0111159,1.1772587163971988,0.003381372568577476
0.01138676,1.1426571385205457,0.0031063266575433444
0.01165763,1.1092069901470725,0.0031829929144772447
0.0119285,1.0792243078868176,0.00294217916919086
0.01219936,1.0388501952967117,0.002917879804955223
0.01247023,1.0083422392648915,0.002819863899355673
0.01274109,0.9750957661662818,0.0026400368465261488
0.01301196,0.9442510076318338,0.002701669175752955
0.01328282,0.9064712806121173,0.0024678242353152677
0.01355369,0.8776705194870871,0.0024989475433580435
0.01382455,0.8484938983752108,0.002400305680913561
0.01409542,0.8154075526702306,0.002302560758015155
0.01436628,0.7850004108569335,0.0022373012250295294
0.01463715,0.7576210557535648,0.002121807897543316
0.01490802,0.7261154165320037,0.002080250155812988
0.01517888,0.6989059433881624,0.0020435855018490945
0.01544975,0.6707091980837948,0.0019873586837548664
0.01572061,0.6425714275723157,0.0019535676983741075
0.01599148,0.620174786134818,0.0018212265144699348
0.01626234,0.588319745197617,0.0018408068063255165
0.01653321,0.5644861870833671,0.0017183481994326234
0.01680407,0.5381038723875843,0.001715120458344241
0.01707494,0.5172814876659598,0.0016811869874525898
0.0173458,0.49028881835265625,0.0015734726661963262
0.01761667,0.47094644900092403,0.0015727650911987353
0.01788754,0.44887562535134257,0.001513882019855087
0.0181584,0.4261029658908608,0.0015035603701414272
0.01842927,0.40513765164637044,0.001479222306651404
0.01870013,0.38616664306721743,0.0014311862765534484
0.018971,0.36831038579429726,0.0014101711942306533
0.01924186,0.3457781672416982,0.001324157210288407
0.01951273,0.3298260535598035,0.0013477679924389317
0.01978359,0.31537444473626136,0.0012949834365425408
0.02005446,0.29885874232954535,0.0012811936904463265
0.02032533,0.2826208798182888,0.0012463062968633345
0.02059619,0.264364177637219,0.0011818545831009377
0.02086706,0.250279621565615,0.0011918283063607911
0.02113792,0.2376061245714692,0.0011170564955426084
0.02140879,0.22311303003712735,0.0010969343288448976
0.02167965,0.2097277990548402,0.0010796258799007118
0.02195052,0.20137244960434691,0.001026156565606668
0.02222138,0.18902073051176815,0.0010041680313026334
0.02249225,0.1783786611991971,0.0009518871165653763
0.02276312,0.16721249523728576,0.0009349360369671989
0.02303398,0.1592670911455022,0.0009145543435799158
0.02330485,0.14811426734399138,0.0008765469950727242
0.02357571,0.13989824697344955,0.000861879367967358
0.02384658,0.13069308397362567,0.0008132147179799862
0.02411744,0.12350629752965872,0.0007986799478955904
0.02438831,0.11475951919669578,0.0007823015602078231
0.02465917,0.10830541835201485,0.0007531482569053834
0.02493004,0.10248176944003637,0.0007407269215306263
0.02520091,0.09461348614631748,0.0007178148096547823
0.02547177,0.08986705267009196,0.000702994955631965
0.02574264,0.08435101987394569,0.0006752097991465124
0.0260135,0.07678270998363829,0.0006597451220473721
0.02628437,0.07328802226914319,0.0006460721923954614
0.02655523,0.06826540072273038,0.0006330343958075254
0.0268261,0.06361790081560664,0.0006167934612856874
0.02709696,0.05989923367533102,0.0005938226148277915
0.02736783,0.05633683830832854,0.0005844881393352437
