Qvector_A	Intensity	Uncertainty
0.0025	7.12459748622166	1.341329142373888
0.00257871115	5.843807086920147	1.94421967143603
0.00265990047	5.866126907400165	1.58993715308842
0.002743646	5.148850034205626	1.477299878299645
0.00283002821	5.626809761521923	1.384857205969465
0.00291913012	5.489544418977312	1.108556483391286
0.00301103735	5.287587811128358	1.055304100248134
0.00310583823	5.114015183294757	1.080652061223988
0.00320362387	4.958821699623185	0.7655124414513875
0.00330448823	4.878812324597442	0.7589901673203437
0.00340852826	4.852292943265597	0.752056815743128
0.00351584393	4.734347666451058	0.5825018486929491
0.00362653837	4.7101126699684	0.5365172690336492
0.00374071797	4.679975808078916	0.5985715784572042
0.00385849245	4.581791522136906	0.4304268653459061
0.003979975	4.498582453115006	0.4396483442681072
0.00410528236	4.46302881478895	0.3734883260963729
0.00423453495	4.400976735514832	0.3699144993189902
0.00436785699	4.364223124388855	0.3365244098398928
0.00450537661	4.295005564886557	0.2879521603930833
0.00464722595	4.250078822233149	0.3142799764089506
0.00479354135	4.206036067572341	0.2487569985086939
0.0049444634	4.144967962045172	0.2564724718721154
0.00510013716	4.097623059627822	0.2219404175816704
0.00526071222	4.080595378987628	0.212130470534529
0.0054263429	3.980274145109344	0.1965035197582823
0.00559718837	3.923647583898454	0.1860553603522857
0.00577341281	3.897112168297087	0.1581132336532339
0.00595518559	3.84887409958173	0.1760259628422336
0.00614268139	3.756593204248531	0.1400863897586555
0.00633608039	3.709893242611447	0.1416644652756494
0.00653556845	3.66762901193469	0.1310237222678545
0.00674133729	3.580895129044888	0.1163615975617114
0.00695358465	3.50869162504159	0.1155150218159741
0.0071725145	3.445423415832764	0.1082274363326961
0.00739833724	3.369848235726491	0.09635408382453395
0.00763126988	3.298486996246512	0.09585761706768016
0.00787153629	3.21965264836088	0.08600736621339929
0.00811936735	3.121438277504885	0.08172851282787666
0.008375001240000001	3.038962472793552	0.07500213544104375
0.00863868362	2.945054049299297	0.07058001365057796
0.0089106679	2.85577421871558	0.0666383124361557
0.009191215460000001	2.755728561193168	0.06107861847438436
0.0094805959	2.694528809214702	0.05606098866288257
0.009779087339999999	2.578887635618529	0.05019683896053994
0.0100869766	2.474337247703446	0.04547420366276441
0.0104045596	2.369439753629379	0.0419606284865113
0.0107321415	2.263922282198665	0.03820161222613381
0.0110700372	2.153396993527435	0.03440648368313703
0.0114185713	2.045415303945076	0.03124647942409172
0.0117780789	1.947043601181009	0.0284475908067007
0.0121489053	1.83451373708822	0.0260503151641044
0.012531407	1.73054396518772	0.02370527136478133
0.0129259516	1.624039342870923	0.02140981978490278
0.0133329182	1.517123235514896	0.01891327848806943
0.0137526979	1.418088777055652	0.01724204204991458
0.0141856942	1.320657108132203	0.0155607086270387
0.0146323231	1.220940247956126	0.0137236566947903
0.0150930139	1.132412469680631	0.01262660556821745
0.0155682092	1.036459597618566	0.01091859677470673
0.0160583659	0.9483229655877647	0.009966212932379991
0.0165639548	0.8680211155892168	0.008633808055204448
0.017085462	0.7876474863710192	0.007707322021500571
0.0176233885	0.7097862837099114	0.006851819458343684
0.0181782514	0.6378685811304151	0.005903475423086027
0.0187505838	0.5685043663901744	0.005217065185798385
0.0193409358	0.504596007417785	0.004537794493439835
0.0199498747	0.4428474739130271	0.003951961300024934
0.0205779857	0.3862472240796644	0.003406316189469686
0.0212258724	0.3357232600932673	0.002952967411097532
0.0218941575	0.2888471256819978	0.002519425219066735
0.0225834833	0.2454556939212268	0.002172313140429733
0.023294512	0.2071323582305583	0.001869098483296582
0.0240279271	0.1724189679265894	0.001588112908509461
0.0247844334	0.1436682272836162	0.001371382776303138
0.0255647579	0.1173866849982375	0.001177484960793062
0.0263696504	0.09631860598567142	0.001019020945476295
0.0271998846	0.07742396805531046	0.0008884742725501981
0.0280562583	0.06314862934498101	0.0007800051227044193
0.0289395944	0.05078156110434001	0.0006894353128432905
0.0298507419	0.04193392688212626	0.0006225287009935227
0.0307905763	0.035299886573951	0.0005670539946416373
0.031760001	0.0301043457051127	0.000518489552859817
0.0327599474	0.02695316190943495	0.0004832359119466813
0.0337913766	0.02439601611609091	0.0004519814213435096
0.0348552798	0.0228688693423132	0.0004228549776589682
0.0359526795	0.02180951439476481	0.0004032949750863155
0.0370846301	0.02088102708141757	0.0003857085765109684
0.0382522197	0.01966066496295552	0.0003744547798891675
0.0394565701	0.01862025054470047	0.0003608775481360624
0.0406988389	0.01691063705167511	0.0003448455990626281
0.0419802198	0.01562550144690385	0.0003302605249146748
0.0433019443	0.01431092285579613	0.0003148896018092578
0.0446652826	0.01256489537907675	0.0003003422256216512
0.0460715448	0.01116649097997102	0.0002885008678436595
0.0475220825	0.009893857254269965	0.0002740505319985405
0.0490182896	0.008498520832489906	0.0002627189786821785
0.0505616039	0.007587020319815993	0.0002514833134810242
0.0521535086	0.006900201885636663	0.0002421072291144183
0.0537955336	0.006327991235031853	0.0002324874143573802
0.0554892569	0.005474742262518525	0.0002245954316029096
0.0572363061	0.005075702138559325	0.0002160931619531177
0.0590383603	0.004877533592014684	0.0002129968463029954
0.0608971511	0.00424601324165181	0.0002154452655791543
0.062814465	0.003752897201590416	0.0002140143124865622
0.0647921444	0.003521068305579647	0.0002056127868061246
0.06683209	0.003333751973807718	0.0001923464425007344
0.0689362622	0.002997656742692596	0.0001842347733318536
0.07110668320000001	0.002786636361850239	0.0001765876160840197
0.07334543860000001	0.002483208394698545	0.000170216956815731
0.0756546801	0.002349553966100718	0.0001637106230740974
0.0780366267	0.002122134794071535	0.0001636293897529129
0.0804935677	0.001986759978240854	0.0001661360283949711
0.0830278641	0.001882288609136092	0.000156608260316858
0.08564195149999999	0.001665153821525073	0.0001466010591434508
0.088338342	0.001587895297603219	0.0001395790322062763
0.0911196269	0.001533604526560262	0.0001342956275742598
0.09398847909999999	0.001233774621724214	0.0001296743875799655
0.09694765549999999	0.00129137378874971	0.0001249370137814167
0.1	0.001180225260152802	0.0001324260542085931
0.102	0.001146786993503915	0.0001469489409405795
0.104	0.001133619270728567	0.0001459060388658052
0.106	0.001078504075932463	0.000144551014922534
0.108	0.001070000294603662	0.0001429073225125481
0.11	0.0009438794703899578	0.0001412622276710295
0.112	0.0009290045646767747	0.0001398698751514705
0.114	0.0008990257184818828	0.0001381546918423567
0.116	0.0008416939951986918	0.0001369498746382687
0.118	0.0007512258512476361	0.0001350995928707404
0.12	0.0007170079092878937	0.0001333101268596894
0.122	0.0007939526220001603	0.0001320476277087959
0.124	0.0008083500297189072	0.0001309672201519722
0.126	0.000764850680315475	0.0001303533326554788
0.128	0.0006758811843963625	0.0001337816077405982
0.13	0.0005028412596831053	0.0001363443494535373
0.132	0.0006638209677865825	0.0001372740049195127
0.134	0.0006033599850718968	0.0001322482000866593
0.136	0.0006464312056907451	0.0001291588778862784
0.138	0.0005435262360409671	0.0001272480141682703
0.14	0.0006500305139690507	0.0001253529047111544
0.142	0.0005048400294105637	0.0001239814458168161
0.144	0.0004573320127823494	0.0001224963519459478
0.146	0.0005271662826524942	0.0001213499398658743
0.148	0.0005125058984573189	0.0001201219696660351
0.15	0.0004624529718731535	0.0001186531358224121
0.152	0.0004215907351427309	0.0001172187941921126
0.154	0.0004621206225948957	0.0001160338745091394
0.156	0.0005037030734237058	0.0001154473314295725
0.158	0.0004039231687717262	0.0001143318410977759
0.16	0.0005375956659554801	0.0001133166181898528
0.162	0.000436779587284393	0.0001120541510476923
0.164	0.0004266729585831741	0.0001114703386332131
0.166	0.0003107476975644022	0.0001105081391871318
0.168	0.0004393137404815756	0.000109717895717643
0.17	0.0004072659729384559	0.0001084526818446473
0.172	0.0003734612913241439	0.0001076943347392247
0.174	0.0004585087208395996	0.0001068391692238062
0.176	0.000408685865406308	0.0001061767827162378
0.178	0.000396529573046131	0.0001050799738421407
0.18	0.0003959350847872953	0.0001041418646068494
0.182	0.0004228004016761308	0.0001034462233192079
0.184	0.0003798132936207524	0.0001028411531677916
0.186	0.0003479587742240345	0.0001019255979543393
0.188	0.0004415016530589164	0.0001011367201367128
0.19	0.0002897764307745673	0.0001004056297374373
0.192	0.0002820356803217364	9.978974824805358e-05
0.194	0.0003753524312649012	9.916215154813497e-05
0.196	0.0003329520604290967	0.0001018303310004263
0.198	0.0003411503250419015	0.0001036056082203112
0.2	0.0004055925796143875	0.000104736443810491
0.202	0.00031828084475434	0.0001016809530716443
0.204	0.0003125480643892467	0.0001001307296655336
0.206	0.0003675226624402991	9.930754927761234e-05
0.208	0.0003132509668399355	9.868464061399582e-05
0.21	0.0003546337561022225	9.787927586064072e-05
0.212	0.0003896678240257329	9.717141727905085e-05
0.214	0.0004410754526001509	9.652213249549092e-05
0.216	0.0003779573218939958	9.633374945160661e-05
0.218	0.0003929029545147317	9.575178925308894e-05
0.22	0.0004206428680835206	9.528266661619925e-05
0.222	0.0003491814802117493	9.48685773318072e-05
0.224	0.0003295111263954612	9.43337781064726e-05
0.226	0.0003977421996178912	9.40356574800102e-05
0.228	0.000343070147189678	9.339304073873631e-05
0.23	0.0003744084409747495	9.290209107354261e-05
0.232	0.0003877061666638718	9.21896210244383e-05
0.234	0.0002781509445436287	9.202639057135158e-05
0.236	0.0003595396221571442	9.230341249194535e-05
0.238	0.0003268448236625129	9.370278345459291e-05
0.24	0.0003172925949290334	9.545080241030766e-05
0.242	0.0002880742139692791	9.662626863222702e-05
0.244	0.0002948748373954035	9.713372895756852e-05
0.246	0.000304965529902293	9.705136919296506e-05
0.248	0.0003552947802202902	9.743155345519901e-05
0.25	0.0002506947503956927	9.795449640277834e-05
0.252	0.0002744169089677825	9.834021959624777e-05
0.254	0.000294342447291436	9.848078417170563e-05
0.256	0.000250777884473953	9.892382243027211e-05
0.258	0.0002652880318914988	9.91184195665356e-05
0.26	0.0001373640479827992	9.949612210089589e-05
0.262	0.0001134924123401548	9.972679750025559e-05
0.264	0.0001461903276161608	0.0001046085454596703
0.266	0.0003008900871529774	0.0001083549130952434
0.268	0.0001397204581706432	0.000110422259353347
0.27	0.000155110436855066	0.0001061030424557608
0.272	0.0001472184098978493	0.000104161649687062
0.274	8.163781891874777e-05	0.0001034107383331065
0.276	0.0001568953496971989	0.0001027186217439954
0.278	0.000134754125976036	0.0001025251827930664
0.28	0.000168699732783828	0.0001024981752822853
0.282	9.237492423692928e-05	0.0001025579197361897
0.284	7.780523419951418e-05	0.0001026256308215209
0.286	0.0001128422453485906	0.0001022698385097828
0.288	0.0001432006050320483	0.0001022517182411353
0.29	4.824476419349605e-05	0.0001021825962680567
0.292	0.000124972369492278	0.0001019580532244079
0.296	0.0001261390480053332	0.0001017892755173629
0.298	2.935105352923351e-06	0.0001018742097513229
0.3	0.0001690484097951889	7.677880474989913e-05
0.305	5.560629302156506e-05	6.42605601167075e-05
0.315	8.194304083231768e-05	6.305675135477453e-05
0.32	4.092119730977201e-05	6.309158222518604e-05
0.325	3.293578318501467e-05	6.297931525348978e-05
0.33	3.996737429554087e-06	6.411157337775983e-05
0.335	3.111969809871384e-05	6.990185344135584e-05
0.355	3.548445282367668e-05	6.415997963915683e-05
0.37	6.833640219316289e-06	6.285473754482826e-05
0.375	2.929010813869717e-05	6.279260986371673e-05
0.38	1.452054015345372e-05	6.27080702075644e-05
0.395	5.573626003008147e-06	6.23566698819018e-05
0.4	2.554984776907687e-07	6.681321594538375e-05
0.41	4.335410771920054e-05	6.340365668633236e-05
0.42	1.453333441916657e-05	6.148344687572628e-05
0.425	3.539017446194462e-05	6.091691256750728e-05
0.435	9.833085182348045e-06	6.005762259215018e-05
0.44	2.789178102327594e-06	5.984395974358912e-05
0.445	4.45766984038809e-05	5.968777901847245e-05
0.45	3.997102506967179e-05	5.933287111595283e-05
0.475	4.847689304384589e-05	8.403622640241402e-05
