0,1,2
0.00257871115,34.8176171116754,3.4915369665467946
0.00265990047,36.38596764003922,3.0067217491410774
0.002743646,32.597833500974154,2.9124651236151267
0.00283002821,35.55891242426039,2.7232580228972774
0.00291913012,35.07841133222916,2.3208519659522535
0.00301103735,34.82415153314828,2.310792510915935
0.00310583823,34.42065755229184,2.4837499181804077
0.00320362387,33.9602438357361,1.7928885852436647
0.00330448823,33.559818687485944,1.8942562281228381
0.00340852826,33.16694441057211,1.9467121928275062
0.00351584393,32.765839106387666,1.551839758119251
0.00362653837,32.39241639260589,1.5029462273812761
0.00374071797,31.837265706639624,1.7316214716949858
0.00385849245,31.226770041312825,1.2683792989544476
0.003979975,30.57054161392877,1.3629271533897183
0.00410528236,29.956777649622932,1.182089710949477
0.00423453495,29.359682290754428,1.2087280607175404
0.00436785699,28.767302088168833,1.1311525722767688
0.00450537661,27.818084599438723,0.9764987267515277
0.00464722595,27.01896986041601,1.1019863991756471
0.00479354135,26.44866239361263,0.8777709729754765
0.0049444634,25.444035821392585,0.9236594388751042
0.00510013716,24.568239178707497,0.8043856422634929
0.00526071222,23.852051808501567,0.7756793166605142
0.0054263429,22.87513634208874,0.7222846178919988
0.00559718837,21.890195330403905,0.6873269824115069
0.00577341281,21.001143919257828,0.5784495299606298
0.00595518559,20.022411382371786,0.6401256646831452
0.00614268139,18.937228226871863,0.5040923276464836
0.00633608039,18.029875741701737,0.5016438763648152
0.00653556845,16.9905402877105,0.4538958816099914
0.00674133729,15.92676878132531,0.39402977509955467
0.00695358465,14.902057641036233,0.38024224418263863
0.0071725145,13.862021669241017,0.34461357832218864
0.00739833724,12.845045115422277,0.2948133094747856
0.00763126988,11.842540454675726,0.28137676842439857
0.00787153629,10.809402270638584,0.24015149767738317
0.00811936735,9.834646216184707,0.21725931741511564
0.00837500124,8.90134820969206,0.18790313006166218
0.00863868362,7.949373912114221,0.16529529836694398
0.0089106679,7.070158774249982,0.14510739637960343
0.00919121546,6.225651407612611,0.12310557844183145
0.0094805959,5.496634896766247,0.1034918906515364
0.00977908734,4.709706104577144,0.084152957174887
