3.286826e-03 5.019019e+00 0.000000e+00
3.557641e-03 6.043761e+00 1.180569e-01
3.828455e-03 5.819443e+00 6.871178e-02
4.099269e-03 5.589885e+00 5.628160e-02
4.370084e-03 5.294569e+00 4.277538e-02
4.640898e-03 5.070198e+00 3.162247e-02
4.911712e-03 4.815587e+00 2.777456e-02
5.182527e-03 4.572787e+00 2.241785e-02
5.453341e-03 4.374301e+00 2.119253e-02
5.724155e-03 4.168219e+00 1.676623e-02
5.994970e-03 3.990594e+00 1.511851e-02
6.265784e-03 3.805857e+00 1.367903e-02
6.536598e-03 3.621471e+00 1.204453e-02
6.807412e-03 3.449211e+00 1.144361e-02
7.078227e-03 3.302049e+00 1.050919e-02
7.349041e-03 3.127966e+00 9.371627e-03
7.619855e-03 2.986941e+00 8.837649e-03
7.890671e-03 2.846495e+00 8.140893e-03
8.161485e-03 2.706444e+00 7.658931e-03
8.432299e-03 2.580889e+00 7.090774e-03
8.703114e-03 2.452707e+00 6.693072e-03
8.973928e-03 2.346407e+00 6.509974e-03
9.244742e-03 2.237427e+00 6.017615e-03
9.515557e-03 2.113503e+00 5.738418e-03
9.786371e-03 2.032074e+00 5.425372e-03
1.005718e-02 1.940426e+00 5.228532e-03
1.032800e-02 1.845932e+00 4.871923e-03
1.059881e-02 1.767424e+00 4.620896e-03
1.086963e-02 1.679570e+00 4.328672e-03
1.114044e-02 1.618306e+00 4.185997e-03
1.141126e-02 1.541347e+00 3.993326e-03
1.168207e-02 1.479972e+00 3.938975e-03
1.195289e-02 1.409425e+00 3.713520e-03
1.222370e-02 1.343377e+00 3.561014e-03
1.249451e-02 1.288563e+00 3.368062e-03
1.276533e-02 1.225500e+00 3.326342e-03
1.303614e-02 1.179948e+00 3.121994e-03
1.330696e-02 1.128296e+00 3.042434e-03
1.357777e-02 1.075271e+00 3.038739e-03
1.384859e-02 1.026583e+00 2.795311e-03
1.411940e-02 9.816588e-01 2.782176e-03
1.439021e-02 9.366944e-01 2.603761e-03
1.466103e-02 8.929876e-01 2.487964e-03
1.493184e-02 8.521955e-01 2.506396e-03
1.520266e-02 8.101909e-01 2.366669e-03
1.547347e-02 7.765954e-01 2.287825e-03
1.574429e-02 7.402197e-01 2.249012e-03
1.601510e-02 7.039545e-01 2.148910e-03
1.628591e-02 6.742578e-01 2.117416e-03
1.655673e-02 6.396549e-01 1.995873e-03
1.682754e-02 6.072263e-01 1.923976e-03
1.709836e-02 5.803342e-01 1.879058e-03
1.736917e-02 5.467691e-01 1.813092e-03
1.763999e-02 5.231041e-01 1.753085e-03
1.791080e-02 4.961212e-01 1.670785e-03
1.818161e-02 4.693792e-01 1.645985e-03
1.845243e-02 4.479902e-01 1.642988e-03
1.872324e-02 4.219124e-01 1.540550e-03
1.899406e-02 3.987899e-01 1.522233e-03
1.926487e-02 3.795944e-01 1.477814e-03
1.953569e-02 3.598920e-01 1.480462e-03
1.980650e-02 3.443391e-01 1.444253e-03
2.007731e-02 3.238083e-01 1.370749e-03
2.034813e-02 3.043254e-01 1.366636e-03
2.061894e-02 2.871064e-01 1.313737e-03
2.088976e-02 2.696751e-01 1.259687e-03
2.116057e-02 2.531793e-01 1.231745e-03
2.143139e-02 2.389278e-01 1.203230e-03
2.170220e-02 2.273312e-01 1.197374e-03
2.197302e-02 2.131493e-01 1.125121e-03
2.224383e-02 1.985177e-01 1.080244e-03
2.251465e-02 1.896136e-01 1.054698e-03
2.278546e-02 1.782816e-01 1.020694e-03
2.305627e-02 1.661231e-01 1.005615e-03
2.332709e-02 1.558552e-01 9.408181e-04
2.359790e-02 1.469300e-01 9.111109e-04
2.386872e-02 1.365871e-01 8.896980e-04
2.413953e-02 1.276692e-01 8.444824e-04
2.441034e-02 1.202500e-01 8.277512e-04
2.468116e-02 1.127574e-01 8.031768e-04
2.495197e-02 1.078316e-01 7.914403e-04
2.522279e-02 9.758167e-02 7.593707e-04
2.549360e-02 9.570865e-02 7.421777e-04
2.576442e-02 8.800176e-02 7.143035e-04
2.603523e-02 8.208415e-02 7.151000e-04
2.630604e-02 7.707572e-02 6.822068e-04
2.657686e-02 7.223420e-02 6.770394e-04
2.684767e-02 6.727804e-02 6.315105e-04
2.711849e-02 6.345110e-02 6.299832e-04
2.738930e-02 5.914895e-02 6.055786e-04
2.766012e-02 5.537935e-02 5.973019e-04
2.793093e-02 5.126108e-02 5.821948e-04
2.820175e-02 4.804833e-02 5.629273e-04
2.847256e-02 4.522988e-02 5.492189e-04
2.874337e-02 4.355789e-02 5.438679e-04
2.901419e-02 3.991203e-02 5.193394e-04
2.928500e-02 3.903244e-02 5.191186e-04
2.955582e-02 3.673454e-02 5.048668e-04
2.982663e-02 3.407696e-02 5.010239e-04
3.009745e-02 3.202617e-02 4.921295e-04
3.036826e-02 3.035312e-02 4.774843e-04
3.063907e-02 2.889919e-02 4.718004e-04
3.090989e-02 2.657766e-02 4.633410e-04
3.118070e-02 2.608085e-02 4.631489e-04
3.145152e-02 2.430397e-02 4.521373e-04
3.172233e-02 2.303501e-02 4.422503e-04
3.199315e-02 2.241487e-02 4.466430e-04
3.226396e-02 2.002859e-02 4.326422e-04
3.253478e-02 1.927962e-02 4.264669e-04
3.280559e-02 1.873964e-02 4.262799e-04
3.307641e-02 1.882999e-02 4.222195e-04
3.334722e-02 1.694821e-02 4.163037e-04
3.361803e-02 1.713318e-02 4.080512e-04
3.388885e-02 1.654738e-02 4.034468e-04
3.415966e-02 1.517595e-02 4.094488e-04
3.443048e-02 1.575971e-02 3.997797e-04
3.470129e-02 1.449889e-02 3.954791e-04
3.497211e-02 1.443118e-02 3.962624e-04
3.524292e-02 1.410703e-02 3.915521e-04
3.551374e-02 1.329431e-02 3.903385e-04
3.578455e-02 1.326627e-02 3.831171e-04
