3.286826e-03 -1.645460e-01 0.000000e+00
3.557641e-03 -1.367311e-01 7.851699e-02
3.828455e-03 -1.590657e-01 4.826913e-02
4.099269e-03 -1.134291e-01 3.717485e-02
4.370084e-03 -1.080132e-01 2.756032e-02
4.640898e-03 -8.264589e-02 1.902386e-02
4.911712e-03 -9.534299e-02 1.603301e-02
5.182527e-03 -6.288803e-02 1.279560e-02
5.453341e-03 -6.094003e-02 1.118226e-02
5.724155e-03 -6.817794e-02 8.703520e-03
5.994970e-03 -5.659699e-02 7.655026e-03
6.265784e-03 -5.316550e-02 6.520301e-03
6.536598e-03 -4.562831e-02 5.227682e-03
6.807412e-03 -4.334819e-02 4.862463e-03
7.078227e-03 -3.933865e-02 4.185206e-03
7.349041e-03 -4.168898e-02 3.692944e-03
7.619855e-03 -3.698331e-02 3.377579e-03
7.890671e-03 -3.018579e-02 2.939347e-03
8.161485e-03 -3.314170e-02 2.729153e-03
8.432299e-03 -3.394482e-02 2.435126e-03
8.703114e-03 -2.564809e-02 2.267416e-03
8.973928e-03 -2.653709e-02 2.006640e-03
9.244742e-03 -2.702849e-02 1.899326e-03
9.515557e-03 -2.524161e-02 1.789874e-03
9.786371e-03 -2.465150e-02 1.620509e-03
1.005718e-02 -2.255200e-02 1.559761e-03
1.032800e-02 -2.096230e-02 1.449682e-03
1.059881e-02 -1.998629e-02 1.403192e-03
1.086963e-02 -1.791930e-02 1.314068e-03
1.114044e-02 -1.690960e-02 1.228732e-03
1.141126e-02 -1.482129e-02 1.163236e-03
1.168207e-02 -1.682290e-02 1.116601e-03
1.195289e-02 -1.473980e-02 1.061531e-03
1.222370e-02 -1.328670e-02 9.974947e-04
1.249451e-02 -1.133650e-02 9.602695e-04
1.276533e-02 -1.373164e-02 9.117673e-04
1.303614e-02 -1.169319e-02 8.642398e-04
1.330696e-02 -1.246879e-02 8.358606e-04
1.357777e-02 -1.024901e-02 8.203682e-04
1.384859e-02 -1.036827e-02 7.853116e-04
1.411940e-02 -9.785779e-03 7.573960e-04
1.439021e-02 -9.495765e-03 7.167501e-04
1.466103e-02 -8.884564e-03 6.908401e-04
1.493184e-02 -8.993551e-03 6.833623e-04
1.520266e-02 -8.363239e-03 6.645695e-04
1.547347e-02 -7.678032e-03 6.375789e-04
1.574429e-02 -6.988462e-03 6.276230e-04
1.601510e-02 -6.503608e-03 6.047357e-04
1.628591e-02 -6.878749e-03 6.022656e-04
1.655673e-02 -7.413287e-03 5.810877e-04
1.682754e-02 -6.636858e-03 5.616426e-04
1.709836e-02 -6.729130e-03 5.594495e-04
1.736917e-02 -6.335519e-03 5.444073e-04
1.763999e-02 -6.159309e-03 5.362758e-04
1.791080e-02 -5.522270e-03 5.162568e-04
1.818161e-02 -5.432390e-03 5.203282e-04
1.845243e-02 -5.244460e-03 5.152440e-04
1.872324e-02 -4.616190e-03 5.089942e-04
1.899406e-02 -5.896557e-03 5.060829e-04
1.926487e-02 -4.071571e-03 4.970559e-04
1.953569e-02 -4.828271e-03 4.911725e-04
1.980650e-02 -4.782211e-03 4.951669e-04
2.007731e-02 -4.737452e-03 4.782115e-04
2.034813e-02 -3.439110e-03 4.839852e-04
2.061894e-02 -4.007880e-03 4.799780e-04
2.088976e-02 -3.900729e-03 4.726972e-04
2.116057e-02 -3.794800e-03 4.645430e-04
2.143139e-02 -4.336432e-03 4.624866e-04
2.170220e-02 -2.680499e-03 4.634075e-04
2.197302e-02 -3.268138e-03 4.552625e-04
2.224383e-02 -3.469922e-03 4.501400e-04
2.251465e-02 -2.724539e-03 4.426769e-04
